tip	date	distance	residual
ESC_IA0016AA_AS	2013.5	0.004465184036417129	1.734723475976807E-18
AncientEcoli	1585.8849315068494	0.002822618363582871	-1.1434202835742396E-5
ESC_AA9618AA_AS	2009.7074200913244	0.003587718063582871	-8.629992318390806E-4
ESC_VA4573AA_AS	2018.5	0.0036625623635828707	-8.216941002366215E-4
ESC_CA2237AA_AS	2009.5375570776257	0.005114976463582871	6.64907108160342E-4
ESC_LA1184AA_AS	2017.0383561643835	0.005422613363582871	9.43932318951961E-4
ESC_TB9875AA_AS	2014.5	0.00547012546358287	0.0010011269416852694
ESC_DB2295AA_AS	2016.5	0.005015732463582871	5.391049707243242E-4
ESC_ZA5349AA_AS	2015.7896118721462	0.004587089863582871	1.1317213592352323E-4
ESC_ZA5848AA_AS	2015.8745433789954	0.004764385163582871	2.9014346592381134E-4
ESC_ZA5946AA_AS	2016.5389344262296	0.004568111663582871	9.133565592078091E-5
ESC_VA5952AA_AS	2018.5	0.004689191163582871	2.0493469976337868E-4
ESC_FB5265AA_AS	2019.5375570776257	0.004439475863582871	-4.8738346644386366E-5
ESC_NB3559AA_AS	2019.5	0.004439475863582871	-4.859508571709425E-5
ESC_IB6922AA_AS	2020.120218579235	0.004143815263582871	-3.46621500482305E-4
ESC_IB6959AA_AS	2020.120218579235	0.004161144963582871	-3.292918004823052E-4
ESC_IB6961AA_AS	2020.120218579235	0.004217130963582871	-2.7330580048230517E-4
ESC_IB6958AA_AS	2020.120218579235	0.004186703463582871	-3.037333004823053E-4
ESC_LB5207AA_AS	2020.120218579235	0.004177593263582871	-3.1284350048230505E-4
ESC_NB8750AA_AS	2004.5	0.004151150663582871	-2.797030035100014E-4
ESC_VA1010AA_AS	2018.9178082191781	0.004138496063582871	-3.473541236222984E-4
ESC_SA9272AA_AS	2018.5	0.004621913163582871	1.3765669976337908E-4
